Registration year,IMD Decile,age,sex,deaths,population
2001,1,0,female,306,35977
2001,1,1,female,30,36023
2001,1,2,female,14,36202
2001,1,3,female,10,36700
2001,1,4,female,10,37794
2001,1,5,female,3,36918
2001,1,6,female,11,36384
2001,1,7,female,6,37030
2001,1,8,female,5,37461
2001,1,9,female,6,38228
2001,1,10,female,1,38606
2001,1,11,female,4,37699
2001,1,12,female,6,36892
2001,1,13,female,3,37187
2001,1,14,female,8,37179
2001,1,15,female,10,36175
2001,1,16,female,11,36151
2001,1,17,female,15,34591
2001,1,18,female,16,35181
2001,1,19,female,13,38277
2001,1,20,female,17,41270
2001,1,21,female,15,41484
2001,1,22,female,6,38954
2001,1,23,female,17,36484
2001,1,24,female,13,36147
2001,1,25,female,18,36976
2001,1,26,female,20,37294
2001,1,27,female,24,37662
2001,1,28,female,22,39283
2001,1,29,female,28,41276
2001,1,30,female,24,41345
2001,1,31,female,27,40840
2001,1,32,female,43,41085
2001,1,33,female,30,40456
2001,1,34,female,47,40423
2001,1,35,female,54,39090
2001,1,36,female,38,38788
2001,1,37,female,43,37365
2001,1,38,female,47,36813
2001,1,39,female,52,35806
2001,1,40,female,55,34450
2001,1,41,female,56,32873
2001,1,42,female,57,31078
2001,1,43,female,77,30899
2001,1,44,female,81,30029
2001,1,45,female,102,28008
2001,1,46,female,80,26723
2001,1,47,female,93,26392
2001,1,48,female,102,26126
2001,1,49,female,110,25311
2001,1,50,female,144,24877
2001,1,51,female,132,24948
2001,1,52,female,120,25286
2001,1,53,female,136,26300
2001,1,54,female,190,27049
2001,1,55,female,162,22428
2001,1,56,female,147,21639
2001,1,57,female,191,21416
2001,1,58,female,197,21733
2001,1,59,female,197,20207
2001,1,60,female,192,20434
2001,1,61,female,238,21133
2001,1,62,female,287,21670
2001,1,63,female,282,21270
2001,1,64,female,316,21291
2001,1,65,female,338,20829
2001,1,66,female,344,20229
2001,1,67,female,424,19584
2001,1,68,female,440,19723
2001,1,69,female,500,19724
2001,1,70,female,499,20137
2001,1,71,female,570,20064
2001,1,72,female,632,19279
2001,1,73,female,655,18551
2001,1,74,female,767,18868
2001,1,75,female,772,18493
2001,1,76,female,848,17813
2001,1,77,female,876,17285
2001,1,78,female,889,16713
2001,1,79,female,961,17226
2001,1,80,female,1136,16921
2001,1,81,female,1155,16416
2001,1,82,female,876,11500
2001,1,83,female,832,9233
2001,1,84,female,844,9008
2001,1,85,female,872,8579
2001,1,86,female,987,8585
2001,1,87,female,984,7800
2001,1,88,female,934,6659
2001,1,89,female,847,5515
2001,1,90+,female,4283,19795
2001,2,0,female,235,32042
2001,2,1,female,14,32830
2001,2,2,female,6,33114
2001,2,3,female,8,33333
2001,2,4,female,6,34492
2001,2,5,female,3,33431
2001,2,6,female,4,32853
2001,2,7,female,4,33868
2001,2,8,female,5,34494
2001,2,9,female,6,35144
2001,2,10,female,3,35006
2001,2,11,female,9,34456
2001,2,12,female,3,33988
2001,2,13,female,2,34431
2001,2,14,female,7,33835
2001,2,15,female,5,33206
2001,2,16,female,12,33350
2001,2,17,female,5,31417
2001,2,18,female,6,31828
2001,2,19,female,10,36178
2001,2,20,female,9,40234
2001,2,21,female,10,41040
2001,2,22,female,11,38702
2001,2,23,female,10,36752
2001,2,24,female,14,36597
2001,2,25,female,18,37841
2001,2,26,female,20,38856
2001,2,27,female,21,39430
2001,2,28,female,16,41151
2001,2,29,female,21,42847
2001,2,30,female,28,43320
2001,2,31,female,33,42170
2001,2,32,female,21,42304
2001,2,33,female,37,42059
2001,2,34,female,31,42131
2001,2,35,female,47,40826
2001,2,36,female,37,40625
2001,2,37,female,44,39157
2001,2,38,female,31,38149
2001,2,39,female,53,37023
2001,2,40,female,35,35437
2001,2,41,female,49,33675
2001,2,42,female,45,32529
2001,2,43,female,53,31815
2001,2,44,female,57,30766
2001,2,45,female,57,29117
2001,2,46,female,62,27934
2001,2,47,female,85,27527
2001,2,48,female,89,26591
2001,2,49,female,86,26088
2001,2,50,female,93,25967
2001,2,51,female,109,26435
2001,2,52,female,116,27021
2001,2,53,female,131,27880
2001,2,54,female,147,29191
2001,2,55,female,159,24207
2001,2,56,female,129,23521
2001,2,57,female,157,23024
2001,2,58,female,151,22603
2001,2,59,female,138,21423
2001,2,60,female,190,20617
2001,2,61,female,216,21753
2001,2,62,female,214,21915
2001,2,63,female,261,21936
2001,2,64,female,249,21127
2001,2,65,female,290,20830
2001,2,66,female,313,20414
2001,2,67,female,343,19686
2001,2,68,female,381,19849
2001,2,69,female,428,20342
2001,2,70,female,465,20880
2001,2,71,female,546,20202
2001,2,72,female,536,19914
2001,2,73,female,657,19252
2001,2,74,female,664,19425
2001,2,75,female,757,19265
2001,2,76,female,739,18566
2001,2,77,female,814,18195
2001,2,78,female,845,17600
2001,2,79,female,1043,18241
2001,2,80,female,1094,18206
2001,2,81,female,1179,17411
2001,2,82,female,818,12353
2001,2,83,female,764,10010
2001,2,84,female,888,9902
2001,2,85,female,1012,9294
2001,2,86,female,1022,9125
2001,2,87,female,1025,8126
2001,2,88,female,917,7057
2001,2,89,female,914,5832
2001,2,90+,female,4582,21418
2001,3,0,female,169,28759
2001,3,1,female,12,29186
2001,3,2,female,5,29751
2001,3,3,female,10,30130
2001,3,4,female,6,30684
2001,3,5,female,4,30503
2001,3,6,female,5,29789
2001,3,7,female,2,30312
2001,3,8,female,6,30876
2001,3,9,female,4,31798
2001,3,10,female,2,31844
2001,3,11,female,1,31361
2001,3,12,female,5,30848
2001,3,13,female,0,31389
2001,3,14,female,3,30724
2001,3,15,female,2,29960
2001,3,16,female,6,30018
2001,3,17,female,9,28602
2001,3,18,female,13,29752
2001,3,19,female,7,34463
2001,3,20,female,7,38116
2001,3,21,female,12,38371
2001,3,22,female,9,36512
2001,3,23,female,12,34853
2001,3,24,female,13,35270
2001,3,25,female,5,36813
2001,3,26,female,7,38663
2001,3,27,female,15,39410
2001,3,28,female,18,41408
2001,3,29,female,13,42742
2001,3,30,female,11,43030
2001,3,31,female,23,41999
2001,3,32,female,25,41998
2001,3,33,female,20,41715
2001,3,34,female,39,41426
2001,3,35,female,39,40694
2001,3,36,female,42,40288
2001,3,37,female,37,39300
2001,3,38,female,35,37997
2001,3,39,female,32,36859
2001,3,40,female,42,35246
2001,3,41,female,41,33641
2001,3,42,female,56,32644
2001,3,43,female,63,31591
2001,3,44,female,48,30571
2001,3,45,female,57,29539
2001,3,46,female,63,28231
2001,3,47,female,79,28448
2001,3,48,female,53,27922
2001,3,49,female,77,27673
2001,3,50,female,93,27052
2001,3,51,female,97,27771
2001,3,52,female,126,28417
2001,3,53,female,108,30149
2001,3,54,female,144,31256
2001,3,55,female,128,25647
2001,3,56,female,146,25111
2001,3,57,female,153,24412
2001,3,58,female,125,23885
2001,3,59,female,174,22022
2001,3,60,female,152,21058
2001,3,61,female,213,22064
2001,3,62,female,202,22323
2001,3,63,female,220,22367
2001,3,64,female,241,21759
2001,3,65,female,253,21260
2001,3,66,female,301,20446
2001,3,67,female,304,19928
2001,3,68,female,337,20343
2001,3,69,female,394,20566
2001,3,70,female,455,20969
2001,3,71,female,507,20981
2001,3,72,female,515,20350
2001,3,73,female,581,19631
2001,3,74,female,606,19844
2001,3,75,female,691,19566
2001,3,76,female,781,19252
2001,3,77,female,781,18569
2001,3,78,female,867,18170
2001,3,79,female,977,18622
2001,3,80,female,1072,18697
2001,3,81,female,1189,17829
2001,3,82,female,855,12787
2001,3,83,female,868,10330
2001,3,84,female,947,10494
2001,3,85,female,1002,10133
2001,3,86,female,1047,9921
2001,3,87,female,1119,8951
2001,3,88,female,1022,7762
2001,3,89,female,994,6480
2001,3,90+,female,5180,23957
2001,4,0,female,152,27016
2001,4,1,female,7,27243
2001,4,2,female,11,27675
2001,4,3,female,6,28228
2001,4,4,female,3,28921
2001,4,5,female,2,28386
2001,4,6,female,2,28555
2001,4,7,female,3,29575
2001,4,8,female,5,29768
2001,4,9,female,2,30825
2001,4,10,female,5,31270
2001,4,11,female,6,30444
2001,4,12,female,6,30172
2001,4,13,female,2,30801
2001,4,14,female,1,29487
2001,4,15,female,5,29346
2001,4,16,female,10,29274
2001,4,17,female,11,28040
2001,4,18,female,12,28235
2001,4,19,female,3,30993
2001,4,20,female,6,35686
2001,4,21,female,7,36018
2001,4,22,female,14,34451
2001,4,23,female,9,32797
2001,4,24,female,3,33289
2001,4,25,female,10,34370
2001,4,26,female,21,35804
2001,4,27,female,16,36997
2001,4,28,female,14,38834
2001,4,29,female,13,40740
2001,4,30,female,14,41245
2001,4,31,female,18,40275
2001,4,32,female,13,41004
2001,4,33,female,25,40528
2001,4,34,female,20,40851
2001,4,35,female,24,40450
2001,4,36,female,29,40214
2001,4,37,female,20,39520
2001,4,38,female,44,38334
2001,4,39,female,33,37231
2001,4,40,female,37,36046
2001,4,41,female,46,34426
2001,4,42,female,41,33542
2001,4,43,female,53,33049
2001,4,44,female,53,31672
2001,4,45,female,59,30883
2001,4,46,female,72,29971
2001,4,47,female,63,29989
2001,4,48,female,95,29496
2001,4,49,female,66,29126
2001,4,50,female,112,29346
2001,4,51,female,98,30116
2001,4,52,female,111,30703
2001,4,53,female,111,33094
2001,4,54,female,137,34612
2001,4,55,female,111,28770
2001,4,56,female,142,27896
2001,4,57,female,134,27090
2001,4,58,female,167,26202
2001,4,59,female,154,23988
2001,4,60,female,159,22804
2001,4,61,female,187,23606
2001,4,62,female,173,23462
2001,4,63,female,235,23539
2001,4,64,female,248,23034
2001,4,65,female,224,22648
2001,4,66,female,268,21912
2001,4,67,female,263,21366
2001,4,68,female,351,21143
2001,4,69,female,334,21553
2001,4,70,female,392,22069
2001,4,71,female,440,21572
2001,4,72,female,500,20821
2001,4,73,female,554,20434
2001,4,74,female,608,20303
2001,4,75,female,652,20095
2001,4,76,female,730,19818
2001,4,77,female,792,19317
2001,4,78,female,838,19026
2001,4,79,female,945,19084
2001,4,80,female,1107,19416
2001,4,81,female,1137,18453
2001,4,82,female,861,13115
2001,4,83,female,859,10912
2001,4,84,female,1011,11158
2001,4,85,female,1091,10885
2001,4,86,female,1131,10794
2001,4,87,female,1196,9530
2001,4,88,female,1051,8337
2001,4,89,female,1014,6933
2001,4,90+,female,5808,25745
2001,5,0,female,89,25451
2001,5,1,female,3,25727
2001,5,2,female,6,26713
2001,5,3,female,4,26665
2001,5,4,female,3,27727
2001,5,5,female,4,27607
2001,5,6,female,5,27483
2001,5,7,female,3,28187
2001,5,8,female,5,28778
2001,5,9,female,1,29707
2001,5,10,female,0,29883
2001,5,11,female,4,29637
2001,5,12,female,3,29514
2001,5,13,female,1,29720
2001,5,14,female,1,28877
2001,5,15,female,5,28649
2001,5,16,female,8,28663
2001,5,17,female,7,27881
2001,5,18,female,4,27149
2001,5,19,female,7,28226
2001,5,20,female,9,30134
2001,5,21,female,7,30962
2001,5,22,female,7,29957
2001,5,23,female,6,29277
2001,5,24,female,6,30037
2001,5,25,female,7,31548
2001,5,26,female,10,33248
2001,5,27,female,10,34941
2001,5,28,female,11,36695
2001,5,29,female,10,38702
2001,5,30,female,12,39385
2001,5,31,female,18,38419
2001,5,32,female,22,39417
2001,5,33,female,23,39408
2001,5,34,female,23,39719
2001,5,35,female,21,39915
2001,5,36,female,26,39260
2001,5,37,female,23,38875
2001,5,38,female,39,38533
2001,5,39,female,28,37442
2001,5,40,female,35,36094
2001,5,41,female,36,34752
2001,5,42,female,42,34175
2001,5,43,female,55,33356
2001,5,44,female,32,32469
2001,5,45,female,48,31599
2001,5,46,female,62,30991
2001,5,47,female,49,31270
2001,5,48,female,65,30942
2001,5,49,female,79,30658
2001,5,50,female,90,30706
2001,5,51,female,93,31832
2001,5,52,female,84,32680
2001,5,53,female,138,35195
2001,5,54,female,147,37207
2001,5,55,female,102,30276
2001,5,56,female,149,29820
2001,5,57,female,158,29065
2001,5,58,female,148,27829
2001,5,59,female,144,25487
2001,5,60,female,168,24026
2001,5,61,female,176,24772
2001,5,62,female,185,24805
2001,5,63,female,231,24508
2001,5,64,female,195,24085
2001,5,65,female,260,23565
2001,5,66,female,276,22964
2001,5,67,female,260,22172
2001,5,68,female,304,22465
2001,5,69,female,341,22654
2001,5,70,female,439,22617
2001,5,71,female,436,22102
2001,5,72,female,495,21750
2001,5,73,female,513,21207
2001,5,74,female,568,20850
2001,5,75,female,614,20889
2001,5,76,female,776,20460
2001,5,77,female,759,19960
2001,5,78,female,809,19726
2001,5,79,female,930,19792
2001,5,80,female,1070,20155
2001,5,81,female,1192,19022
2001,5,82,female,845,13617
2001,5,83,female,895,11068
2001,5,84,female,973,11524
2001,5,85,female,1079,11259
2001,5,86,female,1135,11079
2001,5,87,female,1146,9907
2001,5,88,female,1137,8731
2001,5,89,female,1105,7368
2001,5,90+,female,6064,27112
2001,6,0,female,94,24814
2001,6,1,female,5,25424
2001,6,2,female,5,26277
2001,6,3,female,3,26561
2001,6,4,female,3,26897
2001,6,5,female,4,26643
2001,6,6,female,1,27044
2001,6,7,female,4,27931
2001,6,8,female,1,28148
2001,6,9,female,4,29318
2001,6,10,female,2,29859
2001,6,11,female,3,29284
2001,6,12,female,2,29167
2001,6,13,female,3,29548
2001,6,14,female,3,28712
2001,6,15,female,4,28326
2001,6,16,female,6,28336
2001,6,17,female,6,27274
2001,6,18,female,6,26797
2001,6,19,female,8,25957
2001,6,20,female,7,27772
2001,6,21,female,6,28087
2001,6,22,female,8,27444
2001,6,23,female,8,27045
2001,6,24,female,9,27849
2001,6,25,female,5,28874
2001,6,26,female,6,30310
2001,6,27,female,13,32121
2001,6,28,female,9,34006
2001,6,29,female,16,36164
2001,6,30,female,5,37023
2001,6,31,female,15,36583
2001,6,32,female,26,37665
2001,6,33,female,19,37897
2001,6,34,female,22,38842
2001,6,35,female,21,39468
2001,6,36,female,26,39461
2001,6,37,female,23,39090
2001,6,38,female,25,38420
2001,6,39,female,32,37308
2001,6,40,female,30,36410
2001,6,41,female,36,35166
2001,6,42,female,30,34844
2001,6,43,female,49,34270
2001,6,44,female,38,33186
2001,6,45,female,33,32499
2001,6,46,female,43,31892
2001,6,47,female,51,32090
2001,6,48,female,70,32114
2001,6,49,female,76,32098
2001,6,50,female,79,32693
2001,6,51,female,95,33723
2001,6,52,female,107,34856
2001,6,53,female,106,37826
2001,6,54,female,130,39954
2001,6,55,female,105,32704
2001,6,56,female,149,31854
2001,6,57,female,128,31183
2001,6,58,female,137,29636
2001,6,59,female,144,26899
2001,6,60,female,164,24766
2001,6,61,female,160,26215
2001,6,62,female,189,26101
2001,6,63,female,188,25670
2001,6,64,female,215,25157
2001,6,65,female,224,24678
2001,6,66,female,213,23917
2001,6,67,female,257,22978
2001,6,68,female,254,23078
2001,6,69,female,323,23138
2001,6,70,female,405,23222
2001,6,71,female,406,23036
2001,6,72,female,473,22242
2001,6,73,female,520,21725
2001,6,74,female,570,21564
2001,6,75,female,601,21128
2001,6,76,female,671,20186
2001,6,77,female,750,20021
2001,6,78,female,842,19682
2001,6,79,female,955,19841
2001,6,80,female,1032,20076
2001,6,81,female,1075,18761
2001,6,82,female,834,13472
2001,6,83,female,820,11330
2001,6,84,female,1057,11629
2001,6,85,female,1115,11552
2001,6,86,female,1195,11272
2001,6,87,female,1243,10141
2001,6,88,female,1184,8836
2001,6,89,female,1125,7386
2001,6,90+,female,6297,27423
2001,7,0,female,88,24228
2001,7,1,female,6,25062
2001,7,2,female,1,25876
2001,7,3,female,1,26523
2001,7,4,female,2,27181
2001,7,5,female,3,27129
2001,7,6,female,6,27666
2001,7,7,female,3,28532
2001,7,8,female,4,29012
2001,7,9,female,1,30183
2001,7,10,female,1,31013
2001,7,11,female,2,30434
2001,7,12,female,3,30160
2001,7,13,female,6,30163
2001,7,14,female,0,29317
2001,7,15,female,6,28922
2001,7,16,female,5,28969
2001,7,17,female,5,28149
2001,7,18,female,10,27151
2001,7,19,female,3,24578
2001,7,20,female,8,25037
2001,7,21,female,9,25156
2001,7,22,female,11,25301
2001,7,23,female,11,24497
2001,7,24,female,13,24857
2001,7,25,female,9,26189
2001,7,26,female,5,27564
2001,7,27,female,6,28975
2001,7,28,female,3,31233
2001,7,29,female,11,34030
2001,7,30,female,15,35435
2001,7,31,female,15,35407
2001,7,32,female,13,36851
2001,7,33,female,15,37241
2001,7,34,female,14,38830
2001,7,35,female,23,39679
2001,7,36,female,25,39940
2001,7,37,female,30,40160
2001,7,38,female,27,39351
2001,7,39,female,24,38611
2001,7,40,female,28,37492
2001,7,41,female,40,36469
2001,7,42,female,39,35968
2001,7,43,female,43,35869
2001,7,44,female,48,34505
2001,7,45,female,38,33649
2001,7,46,female,45,33223
2001,7,47,female,44,34078
2001,7,48,female,55,33736
2001,7,49,female,57,33544
2001,7,50,female,75,34145
2001,7,51,female,76,35378
2001,7,52,female,98,36937
2001,7,53,female,130,39801
2001,7,54,female,123,42183
2001,7,55,female,105,34580
2001,7,56,female,135,33942
2001,7,57,female,143,33069
2001,7,58,female,142,31327
2001,7,59,female,126,28098
2001,7,60,female,140,26288
2001,7,61,female,157,27164
2001,7,62,female,180,27352
2001,7,63,female,211,26815
2001,7,64,female,193,26016
2001,7,65,female,216,25135
2001,7,66,female,219,24569
2001,7,67,female,234,23773
2001,7,68,female,298,23659
2001,7,69,female,290,23724
2001,7,70,female,385,24017
2001,7,71,female,452,23599
2001,7,72,female,424,22779
2001,7,73,female,421,21513
2001,7,74,female,496,21050
2001,7,75,female,574,20884
2001,7,76,female,609,20553
2001,7,77,female,688,19982
2001,7,78,female,782,19630
2001,7,79,female,880,19554
2001,7,80,female,978,20207
2001,7,81,female,1072,18645
2001,7,82,female,804,13389
2001,7,83,female,812,10849
2001,7,84,female,982,11422
2001,7,85,female,1034,11492
2001,7,86,female,1143,11014
2001,7,87,female,1174,9909
2001,7,88,female,1119,8756
2001,7,89,female,1117,7283
2001,7,90+,female,6285,27312
2001,8,0,female,71,24216
2001,8,1,female,6,25122
2001,8,2,female,6,26058
2001,8,3,female,5,26536
2001,8,4,female,2,27260
2001,8,5,female,3,27499
2001,8,6,female,3,27654
2001,8,7,female,1,28419
2001,8,8,female,5,28570
2001,8,9,female,1,29460
2001,8,10,female,3,30374
2001,8,11,female,4,29958
2001,8,12,female,3,29821
2001,8,13,female,3,29953
2001,8,14,female,7,29533
2001,8,15,female,2,28846
2001,8,16,female,6,29088
2001,8,17,female,10,28438
2001,8,18,female,5,26998
2001,8,19,female,8,24669
2001,8,20,female,9,23686
2001,8,21,female,7,23836
2001,8,22,female,8,23906
2001,8,23,female,6,23578
2001,8,24,female,2,23973
2001,8,25,female,7,24633
2001,8,26,female,9,26022
2001,8,27,female,7,27871
2001,8,28,female,12,30094
2001,8,29,female,12,32467
2001,8,30,female,10,34299
2001,8,31,female,9,34249
2001,8,32,female,17,36147
2001,8,33,female,10,37023
2001,8,34,female,22,38776
2001,8,35,female,18,39825
2001,8,36,female,26,40310
2001,8,37,female,17,40437
2001,8,38,female,26,39842
2001,8,39,female,23,38844
2001,8,40,female,24,38081
2001,8,41,female,25,36654
2001,8,42,female,32,36356
2001,8,43,female,45,35885
2001,8,44,female,33,34958
2001,8,45,female,42,34171
2001,8,46,female,42,33818
2001,8,47,female,61,34236
2001,8,48,female,47,34025
2001,8,49,female,56,34075
2001,8,50,female,62,34798
2001,8,51,female,85,35895
2001,8,52,female,98,37347
2001,8,53,female,88,41008
2001,8,54,female,124,43350
2001,8,55,female,115,35277
2001,8,56,female,120,34540
2001,8,57,female,121,33713
2001,8,58,female,126,31713
2001,8,59,female,132,28340
2001,8,60,female,137,25927
2001,8,61,female,146,27022
2001,8,62,female,186,27019
2001,8,63,female,174,26619
2001,8,64,female,177,26110
2001,8,65,female,207,25046
2001,8,66,female,221,24468
2001,8,67,female,243,23491
2001,8,68,female,262,23464
2001,8,69,female,295,23663
2001,8,70,female,358,23676
2001,8,71,female,354,23265
2001,8,72,female,369,22422
2001,8,73,female,463,21383
2001,8,74,female,457,20999
2001,8,75,female,538,20647
2001,8,76,female,579,19905
2001,8,77,female,689,19711
2001,8,78,female,718,19182
2001,8,79,female,839,19263
2001,8,80,female,974,19648
2001,8,81,female,970,18082
2001,8,82,female,748,12895
2001,8,83,female,796,10774
2001,8,84,female,945,11299
2001,8,85,female,1047,11140
2001,8,86,female,1107,10839
2001,8,87,female,1151,9725
2001,8,88,female,1111,8432
2001,8,89,female,1086,7195
2001,8,90+,female,6018,26822
2001,9,0,female,74,25082
2001,9,1,female,11,25863
2001,9,2,female,2,26642
2001,9,3,female,2,27648
2001,9,4,female,5,27884
2001,9,5,female,10,28342
2001,9,6,female,1,28690
2001,9,7,female,3,29233
2001,9,8,female,2,29534
2001,9,9,female,6,30752
2001,9,10,female,1,31533
2001,9,11,female,4,31236
2001,9,12,female,3,31105
2001,9,13,female,4,31231
2001,9,14,female,3,30146
2001,9,15,female,7,29912
2001,9,16,female,5,30046
2001,9,17,female,8,29598
2001,9,18,female,4,27891
2001,9,19,female,8,23556
2001,9,20,female,6,21804
2001,9,21,female,4,21664
2001,9,22,female,6,22420
2001,9,23,female,5,22407
2001,9,24,female,5,22677
2001,9,25,female,7,23058
2001,9,26,female,11,24571
2001,9,27,female,4,26576
2001,9,28,female,6,28504
2001,9,29,female,12,30798
2001,9,30,female,10,33068
2001,9,31,female,9,33650
2001,9,32,female,14,35635
2001,9,33,female,12,36947
2001,9,34,female,10,38816
2001,9,35,female,26,40129
2001,9,36,female,21,40885
2001,9,37,female,25,41351
2001,9,38,female,34,41213
2001,9,39,female,26,40129
2001,9,40,female,27,39572
2001,9,41,female,29,38236
2001,9,42,female,29,38024
2001,9,43,female,24,37834
2001,9,44,female,28,36681
2001,9,45,female,46,35765
2001,9,46,female,51,35362
2001,9,47,female,30,35612
2001,9,48,female,51,35353
2001,9,49,female,60,35261
2001,9,50,female,59,35606
2001,9,51,female,71,37302
2001,9,52,female,91,39037
2001,9,53,female,99,42499
2001,9,54,female,135,45006
2001,9,55,female,126,36200
2001,9,56,female,121,35884
2001,9,57,female,110,34463
2001,9,58,female,131,32284
2001,9,59,female,146,28276
2001,9,60,female,123,26055
2001,9,61,female,175,27379
2001,9,62,female,132,27423
2001,9,63,female,189,26852
2001,9,64,female,189,26285
2001,9,65,female,218,25445
2001,9,66,female,192,24613
2001,9,67,female,203,23823
2001,9,68,female,242,23503
2001,9,69,female,275,23663
2001,9,70,female,300,23519
2001,9,71,female,339,23055
2001,9,72,female,431,22239
2001,9,73,female,414,21199
2001,9,74,female,427,20795
2001,9,75,female,554,20443
2001,9,76,female,546,19633
2001,9,77,female,642,19314
2001,9,78,female,694,18781
2001,9,79,female,794,18739
2001,9,80,female,869,18822
2001,9,81,female,945,17394
2001,9,82,female,718,12278
2001,9,83,female,689,10043
2001,9,84,female,892,11073
2001,9,85,female,1004,10720
2001,9,86,female,1093,10361
2001,9,87,female,1071,9398
2001,9,88,female,1086,8118
2001,9,89,female,987,6989
2001,9,90+,female,5788,25797
2001,10,0,female,79,25195
2001,10,1,female,4,26474
2001,10,2,female,4,27598
2001,10,3,female,8,28741
2001,10,4,female,1,29573
2001,10,5,female,1,29619
2001,10,6,female,2,30261
2001,10,7,female,2,31031
2001,10,8,female,5,31074
2001,10,9,female,1,32089
2001,10,10,female,1,32909
2001,10,11,female,2,32661
2001,10,12,female,1,32056
2001,10,13,female,4,32575
2001,10,14,female,4,31733
2001,10,15,female,6,31545
2001,10,16,female,6,31503
2001,10,17,female,6,31144
2001,10,18,female,5,29057
2001,10,19,female,3,24179
2001,10,20,female,3,21033
2001,10,21,female,12,20872
2001,10,22,female,9,21653
2001,10,23,female,2,21178
2001,10,24,female,4,21130
2001,10,25,female,4,21079
2001,10,26,female,9,22296
2001,10,27,female,6,23587
2001,10,28,female,6,26647
2001,10,29,female,7,28933
2001,10,30,female,5,31380
2001,10,31,female,11,32221
2001,10,32,female,11,34658
2001,10,33,female,8,36839
2001,10,34,female,11,38795
2001,10,35,female,27,40462
2001,10,36,female,25,42139
2001,10,37,female,21,42841
2001,10,38,female,26,42660
2001,10,39,female,19,42319
2001,10,40,female,27,41994
2001,10,41,female,25,40269
2001,10,42,female,20,39797
2001,10,43,female,37,39326
2001,10,44,female,38,38280
2001,10,45,female,32,36869
2001,10,46,female,48,36446
2001,10,47,female,43,36828
2001,10,48,female,37,36480
2001,10,49,female,56,36454
2001,10,50,female,59,36464
2001,10,51,female,73,38273
2001,10,52,female,76,39219
2001,10,53,female,92,42766
2001,10,54,female,111,45509
2001,10,55,female,105,36432
2001,10,56,female,73,35220
2001,10,57,female,132,34581
2001,10,58,female,99,31997
2001,10,59,female,114,27567
2001,10,60,female,104,25188
2001,10,61,female,123,26602
2001,10,62,female,150,26502
2001,10,63,female,147,25997
2001,10,64,female,166,25268
2001,10,65,female,178,24737
2001,10,66,female,178,23898
2001,10,67,female,192,22676
2001,10,68,female,210,22265
2001,10,69,female,248,22137
2001,10,70,female,275,22433
2001,10,71,female,301,21741
2001,10,72,female,308,20772
2001,10,73,female,347,19779
2001,10,74,female,369,19290
2001,10,75,female,465,18431
2001,10,76,female,463,17905
2001,10,77,female,495,17435
2001,10,78,female,580,17069
2001,10,79,female,625,16924
2001,10,80,female,739,17165
2001,10,81,female,812,15740
2001,10,82,female,660,11097
2001,10,83,female,578,9078
2001,10,84,female,733,9635
2001,10,85,female,805,9202
2001,10,86,female,868,8938
2001,10,87,female,841,7922
2001,10,88,female,893,6931
2001,10,89,female,877,5866
2001,10,90+,female,4712,22370
2002,1,0,female,293,37078
2002,1,1,female,12,35865
2002,1,2,female,5,35846
2002,1,3,female,9,35934
2002,1,4,female,13,36279
2002,1,5,female,9,37019
2002,1,6,female,7,36476
2002,1,7,female,3,35888
2002,1,8,female,3,36419
2002,1,9,female,2,36861
2002,1,10,female,4,37696
2002,1,11,female,5,38265
2002,1,12,female,5,36941
2002,1,13,female,6,36325
2002,1,14,female,10,36683
2002,1,15,female,9,36532
2002,1,16,female,8,35446
2002,1,17,female,14,36159
2002,1,18,female,9,36020
2002,1,19,female,13,39861
2002,1,20,female,11,42370
2002,1,21,female,7,42782
2002,1,22,female,14,42358
2002,1,23,female,17,39156
2002,1,24,female,24,36935
2002,1,25,female,13,36419
2002,1,26,female,24,37242
2002,1,27,female,18,36943
2002,1,28,female,21,37373
2002,1,29,female,26,38692
2002,1,30,female,25,40846
2002,1,31,female,39,41010
2002,1,32,female,36,40077
2002,1,33,female,30,40408
2002,1,34,female,41,39488
2002,1,35,female,39,39272
2002,1,36,female,47,38470
2002,1,37,female,56,38216
2002,1,38,female,51,36931
2002,1,39,female,59,36349
2002,1,40,female,49,35482
2002,1,41,female,51,33922
2002,1,42,female,56,32456
2002,1,43,female,77,30712
2002,1,44,female,73,30615
2002,1,45,female,87,29474
2002,1,46,female,104,27870
2002,1,47,female,90,26367
2002,1,48,female,96,26263
2002,1,49,female,115,25548
2002,1,50,female,99,24939
2002,1,51,female,100,24720
2002,1,52,female,124,24927
2002,1,53,female,126,25116
2002,1,54,female,162,25953
2002,1,55,female,177,26682
2002,1,56,female,181,22401
2002,1,57,female,171,21381
2002,1,58,female,200,21062
2002,1,59,female,182,21333
2002,1,60,female,217,20040
2002,1,61,female,213,19894
2002,1,62,female,261,20794
2002,1,63,female,304,21116
2002,1,64,female,288,20894
2002,1,65,female,308,20625
2002,1,66,female,386,20354
2002,1,67,female,406,19648
2002,1,68,female,411,18943
2002,1,69,female,424,19016
2002,1,70,female,479,19155
2002,1,71,female,579,19280
2002,1,72,female,599,19224
2002,1,73,female,642,18313
2002,1,74,female,671,17682
2002,1,75,female,756,17669
2002,1,76,female,851,17405
2002,1,77,female,819,16885
2002,1,78,female,950,16345
2002,1,79,female,947,15470
2002,1,80,female,1045,16006
2002,1,81,female,1147,15408
2002,1,82,female,1194,14892
